Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:20,09:30,09:50,10:10,10:20,10:30,10:50,11:00,11:10,11:20,11:40,12:00,12:20,12:30,12:50,13:00,13:20,13:30,13:50,14:00,14:20,14:30
FEDERALBNK,CALL OI,9231,9231,,,,,,,,,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,,9415,9415
FEDERALBNK,PUT VOL,4462,3568,,,,,,,,,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,4462,,4462,4462
FEDERALBNK,PUT OI,5933,5933,,,,,,,,,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,,6120,6120
FORCEMOT,PRICE,17705.0,18175.0,,,,,17839.0,17749.67,17646.0,17548.67,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0,17705.0
FORCEMOT,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,CASH VOL,65131,222791,9945,37.77,31.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,F&O VOL,26258,108911,,,,,,,,,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258,26258
FORCEMOT,F&O OI,21021,21021,,,,,,,,,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857,20857
FORCEMOT,CALL VOL,12159,70365,,,,,,,,,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,12159,,12159,12159
FORCEMOT,CALL OI,5553,5553,,,,,,,,,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,,6244,6244
FORCEMOT,PUT VOL,10000,22388,,,,,,,,,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,,10000,10000
FORCEMOT,PUT OI,3997,3997,,,,,,,,,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,,2983,2983
FORTIS,PRICE,887.8,902.45,,,,,892.5,889.37,910.67,906.89,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0
FORTIS,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIS,CASH VOL,784589,963139,228943,45.2,54.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIS,F&O VOL,10959,4921,,,,,,,,,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959,10959
FORTIS,F&O OI,20681,20681,,,,,,,,,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061,21061
FORTIS,CALL VOL,3989,1526,,,,,,,,,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,,3989,3989
FORTIS,CALL OI,1339,1339,,,,,,,,,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,,1365,1365
FORTIS,PUT VOL,4276,1579,,,,,,,,,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,,4276,4276
FORTIS,PUT OI,1653,1653,,,,,,,,,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,,1696,1696
GAIL,PRICE,173.62,174.49,,,,,174.09,173.78,173.22,172.84,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0
GAIL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIL,CASH VOL,6770227,4397343,1922869,70.78,55.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIL,F&O VOL,7045,9234,,,,,,,,,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045,7045
GAIL,F&O OI,34358,34358,,,,,,,,,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027,34027
GAIL,CALL VOL,3680,4826,,,,,,,,,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,,3680,3680
GAIL,CALL OI,5723,5723,,,,,,,,,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,,5584,5584
GAIL,PUT VOL,1959,2312,,,,,,,,,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,,1959,1959
GAIL,PUT OI,3409,3409,,,,,,,,,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,,3299,3299
GLENMARK,PRICE,2419.2,2415.0,,,,,2415.47,2408.0,2448.45,2440.95,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0,2419.0
GLENMARK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLENMARK,CASH VOL,346692,262107,94366,55.31,57.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLENMARK,F&O VOL,6526,4109,,,,,,,,,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526
GLENMARK,F&O OI,38925,38925,,,,,,,,,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196,39196
GLENMARK,CALL VOL,3131,1403,,,,,,,,,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,3131,,3131,3131
GLENMARK,CALL OI,3079,3079,,,,,,,,,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,,3286,3286
GLENMARK,PUT VOL,790,867,,,,,,,,,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,,790,790
GLENMARK,PUT OI,1685,1685,,,,,,,,,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,,1671,1671
GMRAIRPORT,PRICE,97.98,97.46,,,,,97.53,96.63,96.73,95.29,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
GMRAIRPORT,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMRAIRPORT,CASH VOL,7112955,9680394,3767202,56.83,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMRAIRPORT,F&O VOL,4786,4284,,,,,,,,,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786,4786
GMRAIRPORT,F&O OI,37643,37643,,,,,,,,,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705,37705
GMRAIRPORT,CALL VOL,2219,1969,,,,,,,,,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,,2219,2219
GMRAIRPORT,CALL OI,4802,4802,,,,,,,,,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,,4967,4967
GMRAIRPORT,PUT VOL,753,913,,,,,,,,,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,,753,753
GMRAIRPORT,PUT OI,5655,5655,,,,,,,,,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,5648,,5648,5648
GODFRYPHLP,PRICE,1927.0,1972.0,,,,,1943.5,1932.5,2050.7,2050.1,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0
GODFRYPHLP,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODFRYPHLP,CASH VOL,229401,190824,57110,45.17,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODFRYPHLP,F&O VOL,3662,2554,,,,,,,,,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662
GODFRYPHLP,F&O OI,10193,10193,,,,,,,,,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765,10765
GODFRYPHLP,CALL VOL,1999,1237,,,,,,,,,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,,1999,1999
GODFRYPHLP,CALL OI,2094,2094,,,,,,,,,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,,2496,2496
GODFRYPHLP,PUT VOL,902,612,,,,,,,,,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,,902,902
GODFRYPHLP,PUT OI,1322,1322,,,,,,,,,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,,1431,1431
GODREJCP,PRICE,865.0,869.9,,,,,865.8,865.27,882.27,879.43,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0
GODREJCP,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,CASH VOL,772816,697924,179500,54.54,54.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,F&O VOL,8266,8875,,,,,,,,,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266
GODREJCP,F&O OI,53994,53994,,,,,,,,,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684,53684
GODREJCP,CALL VOL,3250,3422,,,,,,,,,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,,3250,3250
GODREJCP,CALL OI,5702,5702,,,,,,,,,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,6008,,6008,6008
GODREJCP,PUT VOL,1677,1950,,,,,,,,,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,,1677,1677
GODREJCP,PUT OI,6000,6000,,,,,,,,,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,5998,,5998,5998
GODREJPROP,PRICE,1748.0,1872.0,,,,,1787.0,1761.0,1982.8,1982.27,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0
GODREJPROP,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,CASH VOL,2684348,686220,700196,29.45,54.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,F&O VOL,93058,20266,,,,,,,,,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058,93058
GODREJPROP,F&O OI,45148,45148,,,,,,,,,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310,54310
GODREJPROP,CALL VOL,20650,4405,,,,,,,,,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,20650,,20650,20650
GODREJPROP,CALL OI,321,2578,,,,,,,,,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,,3179,3179
GODREJPROP,PUT VOL,37389,5402,,,,,,,,,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,37389,,37389,37389
GODREJPROP,PUT OI,1893,3287,,,,,,,,,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,,3659,3659
GRASIM,PRICE,3281.9,3319.0,,,,,3284.7,3282.83,3309.35,3284.05,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0,3281.0
GRASIM,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRASIM,CASH VOL,515990,1056285,188822,63.08,69.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRASIM,F&O VOL,29735,12849,,,,,,,,,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735,29735
GRASIM,F&O OI,44863,44863,,,,,,,,,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389,50389
GRASIM,CALL VOL,5563,4365,,,,,,,,,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,5563,,5563,5563
GRASIM,CALL OI,4138,4138,,,,,,,,,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,4594,,4594,4594
GRASIM,PUT VOL,3472,2198,,,,,,,,,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,,3472,3472
GRASIM,PUT OI,2437,2437,,,,,,,,,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,,2356,2356
GVT&D,PRICE,4548.1,4545.0,,,,,4528.2,4488.4,4301.32,4291.35,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0,4548.0
GVT&D,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVT&D,CASH VOL,588462,685310,98795,42.74,42.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVT&D,F&O VOL,30953,43422,,,,,,,,,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953,30953
GVT&D,F&O OI,51660,51660,,,,,,,,,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403,51403
GVT&D,CALL VOL,14911,18012,,,,,,,,,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,14911,,14911,14911
GVT&D,CALL OI,12557,12557,,,,,,,,,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,12447,,12447,12447
GVT&D,PUT VOL,11218,18079,,,,,,,,,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,11218,,11218,11218
GVT&D,PUT OI,9634,9634,,,,,,,,,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,9575,,9575,9575
HAL,PRICE,4905.0,4950.0,,,,,4904.17,4902.5,4844.5,4821.5,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0,4905.0
HAL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,CASH VOL,762754,688500,172886,57.15,45.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,F&O VOL,54398,73116,,,,,,,,,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398,54398
HAL,F&O OI,79947,79947,,,,,,,,,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626,82626
HAL,CALL VOL,24590,27874,,,,,,,,,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,24590,,24590,24590
HAL,CALL OI,14081,14081,,,,,,,,,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,15357,,15357,15357
HAL,PUT VOL,15534,22693,,,,,,,,,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,15534,,15534,15534
HAL,PUT OI,11104,11104,,,,,,,,,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,11873,,11873,11873
HAVELLS,PRICE,1111.0,1116.0,,,,,1109.15,1105.45,1184.85,1164.28,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0
HAVELLS,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVELLS,CASH VOL,699007,1093884,185800,61.47,68.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVELLS,F&O VOL,12757,11225,,,,,,,,,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757,12757
HAVELLS,F&O OI,38769,38769,,,,,,,,,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481,39481
HAVELLS,CALL VOL,6202,5546,,,,,,,,,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,6202,,6202,6202
HAVELLS,CALL OI,5778,5778,,,,,,,,,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,5912,,5912,5912
HAVELLS,PUT VOL,2314,2367,,,,,,,,,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,,2314,2314
HAVELLS,PUT OI,4207,4207,,,,,,,,,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,,4173,4173
HCLTECH,PRICE,1206.1,1207.0,,,,,1209.55,1207.25,1320.25,1302.35,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0
HCLTECH,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH,CASH VOL,2272845,2197859,645156,49.59,43.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH,F&O VOL,59353,70203,,,,,,,,,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353,59353
HCLTECH,F&O OI,108241,108241,,,,,,,,,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265,110265
HCLTECH,CALL VOL,21757,21483,,,,,,,,,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,21757,,21757,21757
HCLTECH,CALL OI,4925,4925,,,,,,,,,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,,7408,7408
HCLTECH,PUT VOL,13440,19092,,,,,,,,,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,13440,,13440,13440
HCLTECH,PUT OI,7569,7569,,,,,,,,,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,7625,,7625,7625
HDFCAMC,PRICE,2403.9,2433.8,,,,,2401.05,2395.35,2495.7,2470.77,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0
HDFCAMC,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,CASH VOL,677643,370540,224069,55.36,52.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,F&O VOL,10621,10388,,,,,,,,,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621,10621
HDFCAMC,F&O OI,37067,37067,,,,,,,,,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454,37454
HDFCAMC,CALL VOL,6121,6160,,,,,,,,,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,,6121,6121
HDFCAMC,CALL OI,4466,4466,,,,,,,,,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,,4613,4613
HDFCAMC,PUT VOL,2212,2011,,,,,,,,,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,,2212,2212
HDFCAMC,PUT OI,4540,4540,,,,,,,,,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,,4622,4622
HDFCBANK,PRICE,708.25,693.8,,,,,703.98,695.45,710.82,708.25,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0
HDFCBANK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCBANK,CASH VOL,31411934,27108053,8259178,47.31,62.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCBANK,F&O VOL,1009637,380742,,,,,,,,,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637,1009637
HDFCBANK,F&O OI,1068218,1068218,,,,,,,,,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851,1105851
HDFCBANK,CALL VOL,562274,202192,,,,,,,,,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,562274,,562274,562274
HDFCBANK,CALL OI,186972,186972,,,,,,,,,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,196785,,196785,196785
HDFCBANK,PUT VOL,236073,88784,,,,,,,,,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,236073,,236073,236073
HDFCBANK,PUT OI,105143,105143,,,,,,,,,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,115321,,115321,115321
HDFCLIFE,PRICE,530.0,526.15,,,,,528.28,524.85,544.02,539.27,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0
HDFCLIFE,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCLIFE,CASH VOL,4127867,4125818,1003446,62.15,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCLIFE,F&O VOL,34716,55518,,,,,,,,,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716,34716
HDFCLIFE,F&O OI,91005,91005,,,,,,,,,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711,89711
HDFCLIFE,CALL VOL,17257,27177,,,,,,,,,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,17257,,17257,17257
HDFCLIFE,CALL OI,13179,13179,,,,,,,,,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,,13105,13105
HDFCLIFE,PUT VOL,8146,11625,,,,,,,,,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,,8146,8146
HDFCLIFE,PUT OI,8462,8462,,,,,,,,,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,8457,,8457,8457
HEROMOTOCO,PRICE,5221.5,5280.0,,,,,5219.17,5214.5,5326.0,5308.67,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0,5221.0
HEROMOTOCO,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,CASH VOL,251663,501164,61810,52.46,66.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,F&O VOL,20518,29990,,,,,,,,,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518,20518
HEROMOTOCO,F&O OI,58742,58742,,,,,,,,,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030,59030
HEROMOTOCO,CALL VOL,9366,13777,,,,,,,,,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,9366,,9366,9366
HEROMOTOCO,CALL OI,13453,13453,,,,,,,,,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,13734,,13734,13734
