Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:10,09:20
UNOMINDA,PRICE,1226.0,1227.5,,,,1235.0,1230.4,1227.47,1263.28,1221.85,1226.0,1232.0
UNOMINDA,VWAP,,,,,,,,,,,1231.57,1231.49
UNOMINDA,CASH VOL,316922,716308,72034,41.0,42.39,,,,,,7611,12538
UNOMINDA,F&O VOL,7589,15069,,,,,,,,,123,220
UNOMINDA,F&O OI,16977,17597,,,,,,,,,16973,17004
UNOMINDA,CALL VOL,3719,6267,,,,,,,,,95,154
UNOMINDA,CALL OI,4115,4383,,,,,,,,,3975,4130
UNOMINDA,PUT VOL,1691,7023,,,,,,,,,25,44
UNOMINDA,PUT OI,2487,2704,,,,,,,,,2505,2491
UPL,PRICE,559.9,559.9,,,,557.6,559.52,558.77,574.97,564.9,559.0,558.0
UPL,VWAP,,,,,,,,,,,557.92,558.3
UPL,CASH VOL,2741227,2691176,813949,65.65,66.46,,,,,,31485,57423
UPL,F&O VOL,12750,14879,,,,,,,,,188,522
UPL,F&O OI,36465,35744,,,,,,,,,36439,36436
UPL,CALL VOL,5559,6233,,,,,,,,,178,345
UPL,CALL OI,5776,5741,,,,,,,,,5753,5733
UPL,PUT VOL,3822,5430,,,,,,,,,37,154
UPL,PUT OI,4496,4634,,,,,,,,,4489,4494
VBL,PRICE,430.0,425.0,,,,430.1,429.67,429.0,419.37,414.2,430.0,435.0
VBL,VWAP,,,,,,,,,,,432.2,434.06
VBL,CASH VOL,5138730,4940296,1350360,51.87,49.52,,,,,,154840,610671
VBL,F&O VOL,40402,42193,,,,,,,,,760,5086
VBL,F&O OI,97320,99399,,,,,,,,,97540,97328
VBL,CALL VOL,20040,21150,,,,,,,,,989,3822
VBL,CALL OI,17293,19565,,,,,,,,,17377,16998
VBL,PUT VOL,8810,10976,,,,,,,,,252,1822
VBL,PUT OI,10469,10845,,,,,,,,,10459,10290
VEDL,PRICE,263.0,260.5,,,,262.8,262.67,262.02,265.08,260.05,263.0,267.0
VEDL,VWAP,,,,,,,,,,,265.45,265.98
VEDL,CASH VOL,5419840,6600043,1765945,50.93,53.02,,,,,,725707,1327899
VEDL,F&O VOL,50985,39158,,,,,,,,,5696,16130
VEDL,F&O OI,122935,123869,,,,,,,,,122498,121783
VEDL,CALL VOL,27740,23663,,,,,,,,,3713,10301
VEDL,CALL OI,27390,27606,,,,,,,,,27011,26085
VEDL,PUT VOL,9419,6508,,,,,,,,,1220,3202
VEDL,PUT OI,17026,16945,,,,,,,,,17052,16952
VMM,PRICE,104.03,101.65,,,,105.0,103.58,102.69,102.03,100.78,104.0,105.0
VMM,VWAP,,,,,,,,,,,104.42,104.82
VMM,CASH VOL,12806676,6538236,6073455,59.89,54.12,,,,,,785344,1915993
VMM,F&O VOL,18385,5350,,,,,,,,,574,1359
VMM,F&O OI,25659,25036,,,,,,,,,25671,25721
VMM,CALL VOL,9794,2467,,,,,,,,,414,1213
VMM,CALL OI,6033,5813,,,,,,,,,6000,6022
VMM,PUT VOL,2156,976,,,,,,,,,81,293
VMM,PUT OI,3477,3372,,,,,,,,,3485,3508
VOLTAS,PRICE,1100.8,1142.1,,,,1092.9,1121.55,1107.72,1144.95,1122.25,1100.0,1102.0
VOLTAS,VWAP,,,,,,,,,,,1100.37,1100.46
VOLTAS,CASH VOL,1090998,887002,293472,49.43,36.99,,,,,,77060,102583
VOLTAS,F&O VOL,69118,60775,,,,,,,,,3771,8001
VOLTAS,F&O OI,68928,61534,,,,,,,,,69971,70548
VOLTAS,CALL VOL,32972,33224,,,,,,,,,1408,2720
VOLTAS,CALL OI,10926,7628,,,,,,,,,11229,11250
VOLTAS,PUT VOL,18123,14714,,,,,,,,,2111,3720
VOLTAS,PUT OI,7783,7051,,,,,,,,,8497,8739
WAAREEENER,PRICE,2494.8,2499.0,,,,2505.1,2513.6,2501.07,2557.97,2552.5,2494.0,2508.0
WAAREEENER,VWAP,,,,,,,,,,,2505.67,2506.1
WAAREEENER,CASH VOL,1148630,492008,380632,38.78,44.31,,,,,,26915,45338
WAAREEENER,F&O VOL,48353,31860,,,,,,,,,591,1900
WAAREEENER,F&O OI,81638,81017,,,,,,,,,81709,81621
WAAREEENER,CALL VOL,28149,18177,,,,,,,,,514,1124
WAAREEENER,CALL OI,14469,14596,,,,,,,,,14562,14543
WAAREEENER,PUT VOL,11628,4844,,,,,,,,,149,470
WAAREEENER,PUT OI,5832,6202,,,,,,,,,5825,5809
WIPRO,PRICE,166.0,164.55,,,,164.7,165.54,164.61,168.32,167.33,166.0,165.0
WIPRO,VWAP,,,,,,,,,,,165.09,165.04
WIPRO,CASH VOL,14726893,9282035,2874792,52.82,39.54,,,,,,582272,868581
WIPRO,F&O VOL,70652,50766,,,,,,,,,1784,4043
WIPRO,F&O OI,145466,148086,,,,,,,,,145798,145937
WIPRO,CALL VOL,24922,22500,,,,,,,,,788,1809
WIPRO,CALL OI,13905,15288,,,,,,,,,13927,14079
WIPRO,PUT VOL,18208,10976,,,,,,,,,818,1419
WIPRO,PUT OI,11066,10684,,,,,,,,,11151,11197
YESBANK,PRICE,23.2,23.17,,,,23.2,23.19,23.16,23.09,22.84,23.0,23.0
YESBANK,VWAP,,,,,,,,,,,23.25,23.23
YESBANK,CASH VOL,36775729,52755958,10551265,58.61,51.24,,,,,,1732677,3286095
YESBANK,F&O VOL,13475,12915,,,,,,,,,396,674
YESBANK,F&O OI,65701,66530,,,,,,,,,65659,65674
YESBANK,CALL VOL,6946,6428,,,,,,,,,297,404
YESBANK,CALL OI,13502,14223,,,,,,,,,13465,13462
YESBANK,PUT VOL,2246,2554,,,,,,,,,96,126
YESBANK,PUT OI,7537,8041,,,,,,,,,7514,7514
ZYDUSLIFE,PRICE,1162.3,1161.0,,,,1156.0,1169.0,1164.53,1148.88,1126.65,1162.0,1163.0
ZYDUSLIFE,VWAP,,,,,,,,,,,1160.3,1161.87
ZYDUSLIFE,CASH VOL,1243696,864429,178135,56.15,57.68,,,,,,14675,29430
ZYDUSLIFE,F&O VOL,16753,13299,,,,,,,,,296,567
ZYDUSLIFE,F&O OI,23385,22898,,,,,,,,,23418,23446
ZYDUSLIFE,CALL VOL,8870,6865,,,,,,,,,261,460
ZYDUSLIFE,CALL OI,4026,3834,,,,,,,,,4049,4078
ZYDUSLIFE,PUT VOL,3911,3005,,,,,,,,,37,70
ZYDUSLIFE,PUT OI,2084,2176,,,,,,,,,2090,2095
